beds,baths,sqft,neighborhood,latitude,longitude,price,description
4,3.0,1165.0,Riverside,40.78468466862358,-73.98309281873314,4157,"Bright 4bd with balcony, dishwasher, and gym access"
3,3.0,1082.0,Old Town,40.738058609125524,-73.93525014552095,3470,"Cozy 3bd, no pets, hardwood floors"
4,,1174.0,Riverside,40.79554382827955,-73.97114355116766,4302,"Family-friendly 4bd with backyard, washer/dryer, and storage"
4,3.0,1241.0,Old Town,40.723433148028086,-73.91539556998616,4173,Modern 4bd near transit with central AC and secure entry
4,3.0,1184.0,Old Town,40.72177393150829,-73.951065606777,4064,"Charming 4bd with fireplace, rooftop access, and pet-friendly policy"
3,3.0,1029.0,Midtown,40.76755260740984,-73.98808906748017,3678,Modern 3bd near transit with central AC and secure entry
2,1.0,781.0,Midtown,40.78246528426582,-73.99181446766553,2913,Modern 2bd near transit with central AC and secure entry
2,1.0,776.0,Old Town,40.740751810157086,-73.92221363203281,2613,Spacious 2bd with in-unit laundry and garage parking
1,1.0,648.0,Old Town,40.72434397001358,-73.9441150492149,2180,Modern 1bd near transit with central AC and secure entry
2,2.0,850.0,Riverside,40.81019639837117,-73.95960129698503,3162,"Bright 2bd with balcony, dishwasher, and gym access"
4,4.0,1172.0,Uptown,40.76777267879147,-73.98474122763565,4129,"Cozy 4bd, no pets, hardwood floors"
2,3.0,759.0,Midtown,40.727562839940624,-73.97835535775225,2642,"Family-friendly 2bd with backyard, washer/dryer, and storage"
1,1.0,576.0,Uptown,40.78155807368237,-73.9731458050517,2315,"Bright 1bd with balcony, dishwasher, and gym access"
3,3.0,933.0,Uptown,40.76440267082758,-73.98437722823707,3361,"Cozy 3bd, no pets, hardwood floors"
4,,1099.0,Midtown,40.75226449304919,-73.99356790720178,3923,"Charming 4bd with fireplace, rooftop access, and pet-friendly policy"
4,2.0,1174.0,Old Town,40.732014032906214,-73.92819838248042,3928,"Charming 4bd with fireplace, rooftop access, and pet-friendly policy"
2,2.0,855.0,Uptown,40.811935350831426,-73.97144020436036,3139,"Bright 2bd with balcony, dishwasher, and gym access"
2,2.0,809.0,Downtown,40.72618483195716,-74.01595967332376,2703,"Cozy 2bd, no pets, hardwood floors"
3,3.0,900.0,Uptown,40.764600644220295,-73.97542761976052,3274,Spacious 3bd with in-unit laundry and garage parking
1,1.0,622.0,Uptown,40.76552733938551,-73.97102392199396,2343,Modern 1bd near transit with central AC and secure entry
2,2.0,803.0,Riverside,40.79193455050589,-73.98995125664105,3177,Modern 2bd near transit with central AC and secure entry
1,1.0,,Midtown,40.77883230175033,-73.99195074055727,2567,Modern 1bd near transit with central AC and secure entry
4,3.0,1112.0,Uptown,40.76504856836467,-73.9604219385139,3909,"Family-friendly 4bd with backyard, washer/dryer, and storage"
3,3.0,974.0,Uptown,40.77595662764953,-73.95811800759571,3730,"Bright 3bd with balcony, dishwasher, and gym access"
4,3.0,1238.0,Uptown,40.77589926798387,-73.97769077228315,4003,"Family-friendly 4bd with backyard, washer/dryer, and storage"
4,3.0,1188.0,Downtown,40.71693798051373,-73.99888136743155,4249,Modern 4bd near transit with central AC and secure entry
4,3.0,1193.0,Riverside,40.810521804848086,-73.96757689366474,4239,"Family-friendly 4bd with backyard, washer/dryer, and storage"
1,2.0,635.0,Riverside,40.807643400658655,-73.95755245671691,2231,"Family-friendly 1bd with backyard, washer/dryer, and storage"
4,4.0,1183.0,Uptown,40.787106829662804,-73.97291189735917,4237,Spacious 4bd with in-unit laundry and garage parking
1,2.0,661.0,Uptown,40.76735646062123,-73.96400991011863,2300,Modern 1bd near transit with central AC and secure entry
2,2.0,778.0,Downtown,40.71330608438969,-74.01096339022821,3059,"Charming 2bd with fireplace, rooftop access, and pet-friendly policy"
3,3.0,1025.0,Uptown,40.8000331963631,-73.98833400359496,3293,Modern 3bd near transit with central AC and secure entry
2,2.0,755.0,Midtown,40.77772843578438,-73.98576727934362,2940,Modern 2bd near transit with central AC and secure entry
1,2.0,643.0,Old Town,40.73441021814204,-73.93994052937435,2270,Modern 1bd near transit with central AC and secure entry
1,1.0,637.0,Downtown,40.69279512504972,-74.0076753187816,2588,Modern 1bd near transit with central AC and secure entry
4,2.0,1145.0,Old Town,40.734616938882716,-73.92708529464316,4054,"Bright 4bd with balcony, dishwasher, and gym access"
2,2.0,809.0,Midtown,40.75562360161874,-74.01181047809446,3150,"Charming 2bd with fireplace, rooftop access, and pet-friendly policy"
2,2.0,785.0,Old Town,40.71210006386501,-73.91057576451483,2950,Spacious 2bd with in-unit laundry and garage parking
4,3.0,1127.0,Uptown,40.771589568194734,-73.95407540650112,4038,"Family-friendly 4bd with backyard, washer/dryer, and storage"
1,2.0,616.0,Midtown,40.74679095915099,-73.98768947091673,2470,Spacious 1bd with in-unit laundry and garage parking
4,3.0,1126.0,Midtown,40.7655024991152,-73.99534233335898,4209,"Cozy 4bd, no pets, hardwood floors"
4,3.0,1183.0,Riverside,40.82040658162911,-73.96559125970317,4224,Modern 4bd near transit with central AC and secure entry
3,3.0,944.0,Uptown,40.7902302101556,-73.97441128409622,3116,Modern 3bd near transit with central AC and secure entry
1,1.0,658.0,Downtown,40.72070464344421,-73.9870544871218,2297,"Charming 1bd with fireplace, rooftop access, and pet-friendly policy"
1,2.0,583.0,Midtown,40.75642456874852,-73.96474344651101,2514,"Cozy 1bd, no pets, hardwood floors"
2,2.0,787.0,Midtown,40.750660850299454,-73.97633084752778,2745,Spacious 2bd with in-unit laundry and garage parking
3,3.0,965.0,Old Town,40.73646937203492,-73.94802298487218,3599,"Cozy 3bd, no pets, hardwood floors"
1,2.0,683.0,Uptown,40.78726571645565,-73.97111160874579,2513,Modern 1bd near transit with central AC and secure entry
2,1.0,823.0,Downtown,40.70256169388468,-74.00170397078968,2907,"Bright 2bd with balcony, dishwasher, and gym access"
1,2.0,622.0,Uptown,40.7864554745533,-73.97207104336768,2025,"Cozy 1bd, no pets, hardwood floors"
3,3.0,1010.0,Old Town,40.7297770703713,-73.93628012310708,3442,"Charming 3bd with fireplace, rooftop access, and pet-friendly policy"
1,1.0,546.0,Old Town,40.726187604545046,-73.93352199085982,2512,Modern 1bd near transit with central AC and secure entry
3,3.0,988.0,Downtown,40.70507302945163,-73.97411828610235,3460,"Family-friendly 3bd with backyard, washer/dryer, and storage"
1,2.0,710.0,Midtown,40.74108800105442,-73.99251683292681,2359,"Family-friendly 1bd with backyard, washer/dryer, and storage"
1,1.0,635.0,Midtown,40.75193109474508,-73.9610140790281,2228,"Bright 1bd with balcony, dishwasher, and gym access"
1,2.0,633.0,Downtown,40.69695838420027,-74.00088893242416,2591,"Family-friendly 1bd with backyard, washer/dryer, and storage"
4,2.0,1192.0,Midtown,40.76098072878056,-73.9814967723439,4143,"Charming 4bd with fireplace, rooftop access, and pet-friendly policy"
1,1.0,666.0,Downtown,40.727636117951334,-73.99141004768303,2360,"Family-friendly 1bd with backyard, washer/dryer, and storage"
2,2.0,730.0,Downtown,40.70738851808176,-74.00367179060608,3103,"Cozy 2bd, no pets, hardwood floors"
3,,923.0,Old Town,40.708230775614176,-73.93401088389773,3497,"Family-friendly 3bd with backyard, washer/dryer, and storage"
3,2.0,998.0,Midtown,40.74847212686602,-73.98773658911153,3430,"Cozy 3bd, no pets, hardwood floors"
3,3.0,961.0,Old Town,40.710375537622205,-73.93034153255937,3278,Spacious 3bd with in-unit laundry and garage parking
4,3.0,1222.0,Downtown,40.692441175653094,-74.0042205847185,4429,"Bright 4bd with balcony, dishwasher, and gym access"
2,2.0,797.0,Uptown,40.76998193288373,-73.98139569242163,2914,Modern 2bd near transit with central AC and secure entry
4,,1093.0,Midtown,40.77185678523055,-73.97844498464904,3813,"Bright 4bd with balcony, dishwasher, and gym access"
2,2.0,759.0,Old Town,40.74439043765205,-73.91648327440998,2572,"Cozy 2bd, no pets, hardwood floors"
4,3.0,1060.0,Old Town,40.72132593551432,-73.91721234005071,3778,"Cozy 4bd, no pets, hardwood floors"
3,2.0,981.0,Midtown,40.740413932125854,-73.97654679598546,3358,"Charming 3bd with fireplace, rooftop access, and pet-friendly policy"
3,2.0,982.0,Uptown,40.7787799474248,-73.98236360171167,3204,"Cozy 3bd, no pets, hardwood floors"
4,3.0,1153.0,Midtown,40.76537363840766,-73.97416058169797,3962,"Family-friendly 4bd with backyard, washer/dryer, and storage"
4,4.0,1213.0,Uptown,40.79568322063976,-73.96862168133326,4035,"Cozy 4bd, no pets, hardwood floors"
4,3.0,1218.0,Downtown,40.714383487615954,-73.9996776009716,4180,Spacious 4bd with in-unit laundry and garage parking
3,2.0,983.0,Midtown,40.761645168906206,-73.97900372992497,3801,Spacious 3bd with in-unit laundry and garage parking
1,,545.0,Downtown,40.71524799353333,-73.99588659410593,2250,"Cozy 1bd, no pets, hardwood floors"
2,2.0,835.0,Riverside,40.78177350632139,-73.96807528170103,2958,"Charming 2bd with fireplace, rooftop access, and pet-friendly policy"
1,2.0,652.0,Midtown,40.741393842073855,-73.98217957578875,2477,"Bright 1bd with balcony, dishwasher, and gym access"
4,3.0,,Uptown,40.80440316211025,-73.97688901738336,4096,"Family-friendly 4bd with backyard, washer/dryer, and storage"
1,2.0,669.0,Midtown,40.75952702436357,-73.97642215942095,2484,"Charming 1bd with fireplace, rooftop access, and pet-friendly policy"
1,,583.0,Midtown,40.73318732481881,-73.99176532578574,2350,Spacious 1bd with in-unit laundry and garage parking
1,2.0,710.0,Downtown,40.717174187911276,-74.04076393670789,2532,Spacious 1bd with in-unit laundry and garage parking
3,2.0,952.0,Riverside,40.7895782980831,-73.95328970431942,3906,"Charming 3bd with fireplace, rooftop access, and pet-friendly policy"
3,3.0,1020.0,Old Town,40.74263596280541,-73.93070818127156,3678,Modern 3bd near transit with central AC and secure entry
4,3.0,1103.0,Downtown,40.72338637167932,-74.00341874918695,3931,Modern 4bd near transit with central AC and secure entry
2,2.0,773.0,Old Town,40.73726473888931,-73.93898784450609,2913,"Bright 2bd with balcony, dishwasher, and gym access"
2,2.0,871.0,Midtown,40.75938975219507,-73.993088444637,2927,"Family-friendly 2bd with backyard, washer/dryer, and storage"
1,2.0,620.0,Downtown,40.72796180013019,-73.98774128708597,2458,Modern 1bd near transit with central AC and secure entry
1,2.0,664.0,Uptown,40.80125895360837,-73.97609730514013,2175,"Cozy 1bd, no pets, hardwood floors"
2,2.0,819.0,Downtown,40.70135471152762,-73.990676316071,2845,Modern 2bd near transit with central AC and secure entry
4,3.0,1166.0,Downtown,40.7193268864311,-74.00205698790171,4230,Spacious 4bd with in-unit laundry and garage parking
3,,,Old Town,40.72299641498066,-73.93009203424835,3724,"Cozy 3bd, no pets, hardwood floors"
4,3.0,1161.0,Midtown,40.744976663284056,-73.97789125172706,4212,"Cozy 4bd, no pets, hardwood floors"
1,,559.0,Riverside,40.817846640395274,-73.9469274534731,2388,"Family-friendly 1bd with backyard, washer/dryer, and storage"
1,2.0,598.0,Old Town,40.73910228864932,-73.95178425859545,2327,"Family-friendly 1bd with backyard, washer/dryer, and storage"
4,3.0,1192.0,Riverside,40.80366796157135,-73.9408238190713,4191,Spacious 4bd with in-unit laundry and garage parking
1,2.0,646.0,Uptown,40.774276660914694,-73.97191017887492,2281,"Charming 1bd with fireplace, rooftop access, and pet-friendly policy"
1,1.0,567.0,Riverside,40.81826229222161,-73.95909439293511,2394,"Family-friendly 1bd with backyard, washer/dryer, and storage"
2,1.0,781.0,Midtown,40.78776187589382,-73.99429443259875,3078,"Bright 2bd with balcony, dishwasher, and gym access"
4,3.0,1147.0,Uptown,40.77282293057111,-73.95651049476997,4074,"Cozy 4bd, no pets, hardwood floors"
3,2.0,,Uptown,40.77034945646074,-73.9735612158658,3484,"Bright 3bd with balcony, dishwasher, and gym access"
1,2.0,,Riverside,40.80051224146168,-73.95406812631937,2521,Modern 1bd near transit with central AC and secure entry
4,,1145.0,Downtown,40.720171215616304,-74.00051522102987,4148,Modern 4bd near transit with central AC and secure entry
4,3.0,1141.0,Uptown,40.77987082946518,-73.95661995177102,4087,"Bright 4bd with balcony, dishwasher, and gym access"
4,3.0,1201.0,Old Town,40.77890988851273,-73.92690461481293,4208,Spacious 4bd with in-unit laundry and garage parking
4,3.0,1202.0,Midtown,40.75919606649057,-74.00107435565191,4179,Modern 4bd near transit with central AC and secure entry
1,1.0,624.0,Riverside,40.79365022260819,-73.96906452280736,2226,"Family-friendly 1bd with backyard, washer/dryer, and storage"
4,3.0,1154.0,Midtown,40.7515847971168,-73.98569293401432,4185,"Cozy 4bd, no pets, hardwood floors"
2,2.0,816.0,Downtown,40.73413619292169,-73.99103399699158,3000,Modern 2bd near transit with central AC and secure entry
4,2.0,1137.0,Uptown,40.78279400740238,-73.98569935933598,4347,Modern 4bd near transit with central AC and secure entry
3,2.0,944.0,Midtown,40.77404841171483,-73.98608865128153,3613,Modern 3bd near transit with central AC and secure entry
4,4.0,1132.0,Downtown,40.692081994892774,-73.99745083857809,4044,Spacious 4bd with in-unit laundry and garage parking
3,3.0,965.0,Downtown,40.7251082402108,-74.03511090085922,3667,"Cozy 3bd, no pets, hardwood floors"
3,,943.0,Downtown,40.70290534429441,-74.00732544813569,3575,"Bright 3bd with balcony, dishwasher, and gym access"
3,2.0,996.0,Old Town,40.73941413093571,-73.94138895901548,3706,"Charming 3bd with fireplace, rooftop access, and pet-friendly policy"
4,3.0,1199.0,Riverside,40.791314297176314,-73.95777396900384,4096,"Family-friendly 4bd with backyard, washer/dryer, and storage"
3,3.0,927.0,Uptown,40.77908013152023,-73.96469534419342,3464,"Charming 3bd with fireplace, rooftop access, and pet-friendly policy"
1,2.0,631.0,Downtown,40.69946181214031,-74.02222799623084,2392,"Bright 1bd with balcony, dishwasher, and gym access"
4,3.0,1161.0,Uptown,40.79376322989084,-73.96816976107618,4111,"Cozy 4bd, no pets, hardwood floors"
3,3.0,1004.0,Riverside,40.812369468798835,-73.97289111601106,3428,"Bright 3bd with balcony, dishwasher, and gym access"
2,2.0,809.0,Old Town,40.721058736370246,-73.9188713733495,2993,"Family-friendly 2bd with backyard, washer/dryer, and storage"
3,2.0,932.0,Midtown,40.73972449483207,-73.97048247148983,3541,Modern 3bd near transit with central AC and secure entry
4,2.0,1120.0,Downtown,40.72864605648979,-73.99567892582881,4309,Modern 4bd near transit with central AC and secure entry
4,3.0,1171.0,Riverside,40.79304630979587,-73.9762982860407,4136,"Bright 4bd with balcony, dishwasher, and gym access"
4,3.0,,Riverside,40.79877933072402,-73.98204047612197,4129,"Family-friendly 4bd with backyard, washer/dryer, and storage"
2,2.0,721.0,Downtown,40.701259672014956,-73.9982631885019,2997,"Charming 2bd with fireplace, rooftop access, and pet-friendly policy"
4,2.0,,Riverside,40.80909218937069,-73.97909489791842,4035,"Family-friendly 4bd with backyard, washer/dryer, and storage"
2,2.0,858.0,Downtown,40.7209134632236,-74.00054836033112,3225,"Bright 2bd with balcony, dishwasher, and gym access"
3,3.0,984.0,Downtown,40.73091863505493,-73.99917036269758,3746,"Charming 3bd with fireplace, rooftop access, and pet-friendly policy"
3,,1012.0,Old Town,40.74330297264481,-73.92947506890883,3719,"Charming 3bd with fireplace, rooftop access, and pet-friendly policy"
1,1.0,602.0,Uptown,40.79645914931637,-73.9866454058788,2354,"Family-friendly 1bd with backyard, washer/dryer, and storage"
2,2.0,805.0,Midtown,40.75653906651467,-73.98596779321873,2884,"Charming 2bd with fireplace, rooftop access, and pet-friendly policy"
1,2.0,565.0,Riverside,40.798375000636774,-73.96117336043619,2285,"Cozy 1bd, no pets, hardwood floors"
1,1.0,536.0,Riverside,40.808912555853944,-73.96179291507514,2287,"Bright 1bd with balcony, dishwasher, and gym access"
2,2.0,848.0,Downtown,40.71067667342535,-74.01482876095814,2965,"Cozy 2bd, no pets, hardwood floors"
2,2.0,771.0,Uptown,40.797866232889874,-73.96700320620063,3075,"Bright 2bd with balcony, dishwasher, and gym access"
1,1.0,612.0,Old Town,40.71837663369921,-73.93752425049979,2377,"Family-friendly 1bd with backyard, washer/dryer, and storage"
2,2.0,755.0,Uptown,40.763780403867514,-73.97077555262783,2720,"Family-friendly 2bd with backyard, washer/dryer, and storage"
3,3.0,934.0,Riverside,40.79891944068881,-73.97339360340426,3749,Spacious 3bd with in-unit laundry and garage parking
1,2.0,623.0,Old Town,40.749615202277646,-73.9490738494345,2320,"Family-friendly 1bd with backyard, washer/dryer, and storage"
2,2.0,781.0,Downtown,40.72127671542019,-73.97975950206882,2795,"Cozy 2bd, no pets, hardwood floors"
2,2.0,825.0,Downtown,40.7257272148446,-74.00637846538517,2894,"Cozy 2bd, no pets, hardwood floors"
3,4.0,1008.0,Riverside,40.787691176326916,-73.98284474611901,3790,Modern 3bd near transit with central AC and secure entry
2,2.0,823.0,Riverside,40.79636137966051,-73.97474400880697,3241,"Cozy 2bd, no pets, hardwood floors"
3,2.0,1000.0,Downtown,40.704165437092506,-74.00991576146565,3756,"Charming 3bd with fireplace, rooftop access, and pet-friendly policy"
2,1.0,873.0,Downtown,40.711573034885376,-74.00017745662825,3282,Spacious 2bd with in-unit laundry and garage parking
2,3.0,767.0,Old Town,40.715746445366456,-73.9433869255536,3032,Spacious 2bd with in-unit laundry and garage parking
2,2.0,808.0,Downtown,40.71088393500613,-74.00834582232108,3079,"Family-friendly 2bd with backyard, washer/dryer, and storage"
1,3.0,675.0,Downtown,40.734837084488966,-74.00321304088732,2516,"Cozy 1bd, no pets, hardwood floors"
3,2.0,1041.0,Riverside,40.781936922256484,-73.96148182366096,3692,"Family-friendly 3bd with backyard, washer/dryer, and storage"
1,2.0,573.0,Old Town,40.73714796467293,-73.93670153633893,2348,"Family-friendly 1bd with backyard, washer/dryer, and storage"
2,2.0,798.0,Riverside,40.786739239907085,-73.94540334365624,2821,"Cozy 2bd, no pets, hardwood floors"
4,3.0,1224.0,Old Town,40.71776139303703,-73.927270733523,4277,Modern 4bd near transit with central AC and secure entry
4,2.0,1190.0,Midtown,40.76040060634877,-73.97829027341164,4396,Modern 4bd near transit with central AC and secure entry
3,3.0,998.0,Riverside,40.82178229509,-73.9597603335343,3522,Spacious 3bd with in-unit laundry and garage parking
4,3.0,1161.0,Midtown,40.75129602927548,-73.97222809269847,4091,"Family-friendly 4bd with backyard, washer/dryer, and storage"
4,3.0,1155.0,Midtown,40.75042680659947,-73.98353730386326,4200,"Charming 4bd with fireplace, rooftop access, and pet-friendly policy"
2,2.0,822.0,Riverside,40.78578299670381,-73.97889937472804,2868,"Charming 2bd with fireplace, rooftop access, and pet-friendly policy"
4,3.0,1160.0,Old Town,40.73121664004524,-73.93078295949702,3882,Spacious 4bd with in-unit laundry and garage parking
2,2.0,808.0,Riverside,40.78087131252771,-73.960532551584,3119,"Cozy 2bd, no pets, hardwood floors"
2,2.0,813.0,Downtown,40.702966852280824,-73.99064374381194,2935,"Family-friendly 2bd with backyard, washer/dryer, and storage"
3,2.0,963.0,Riverside,40.797076426854105,-73.97998346723459,3509,"Cozy 3bd, no pets, hardwood floors"
4,,1191.0,Uptown,40.78560965469551,-73.98219482001294,4052,Modern 4bd near transit with central AC and secure entry
4,4.0,1287.0,Old Town,40.7458273416972,-73.9351936375096,4442,"Bright 4bd with balcony, dishwasher, and gym access"
2,2.0,739.0,Riverside,40.79947988052288,-73.95939838777282,2982,"Cozy 2bd, no pets, hardwood floors"
3,3.0,1003.0,Midtown,40.7459406307296,-74.00096984386394,3538,Modern 3bd near transit with central AC and secure entry
1,1.0,600.0,Old Town,40.735500218953305,-73.94839604849611,2096,"Cozy 1bd, no pets, hardwood floors"
4,3.0,1193.0,Old Town,40.71739987815501,-73.92515892762535,4073,Spacious 4bd with in-unit laundry and garage parking
3,2.0,992.0,Old Town,40.73690076931981,-73.95024595450943,3589,Modern 3bd near transit with central AC and secure entry
3,2.0,1020.0,Riverside,40.7938703674847,-73.97734477867135,3612,"Cozy 3bd, no pets, hardwood floors"
4,3.0,1217.0,Old Town,40.75191583157649,-73.92432787486915,4173,"Cozy 4bd, no pets, hardwood floors"
3,2.0,998.0,Downtown,40.70774986184794,-73.99908566372788,3634,"Family-friendly 3bd with backyard, washer/dryer, and storage"
1,2.0,675.0,Downtown,40.69652576576883,-74.01407175381428,2580,Modern 1bd near transit with central AC and secure entry
2,2.0,716.0,Riverside,40.8025583591913,-73.96107323101025,2817,Modern 2bd near transit with central AC and secure entry
1,1.0,694.0,Riverside,40.800130490493835,-73.96352383787142,2510,Spacious 1bd with in-unit laundry and garage parking
3,,1005.0,Riverside,40.80224003751943,-73.96846292882427,3415,Spacious 3bd with in-unit laundry and garage parking
1,2.0,673.0,Downtown,40.70924625289371,-74.01111517847214,2847,"Bright 1bd with balcony, dishwasher, and gym access"
1,2.0,581.0,Midtown,40.76078325010354,-73.9805702129296,2262,"Bright 1bd with balcony, dishwasher, and gym access"
3,3.0,957.0,Old Town,40.732980310007825,-73.94934316460001,3486,"Bright 3bd with balcony, dishwasher, and gym access"
3,2.0,996.0,Old Town,40.718612865786284,-73.93041341832861,3593,Spacious 3bd with in-unit laundry and garage parking
3,2.0,989.0,Downtown,40.73046007960805,-74.00417101446129,3529,"Charming 3bd with fireplace, rooftop access, and pet-friendly policy"
4,3.0,1181.0,Uptown,40.779759979050276,-73.96850791453468,4131,"Bright 4bd with balcony, dishwasher, and gym access"
4,2.0,1213.0,Downtown,40.69915814292984,-73.99029268212156,4242,"Family-friendly 4bd with backyard, washer/dryer, and storage"
1,1.0,559.0,Uptown,40.786939129734094,-73.97923348655853,2103,"Bright 1bd with balcony, dishwasher, and gym access"
4,4.0,1209.0,Midtown,40.755998454406885,-73.99182443478476,4268,"Bright 4bd with balcony, dishwasher, and gym access"
3,3.0,990.0,Downtown,40.72854003972181,-74.00842688107336,3345,Spacious 3bd with in-unit laundry and garage parking
3,2.0,982.0,Downtown,40.71466438895339,-73.99911528252018,3843,"Family-friendly 3bd with backyard, washer/dryer, and storage"
1,1.0,571.0,Riverside,40.79241080075482,-73.96417548640638,2396,Spacious 1bd with in-unit laundry and garage parking
3,3.0,1010.0,Old Town,40.733893226832734,-73.95384894585224,3624,"Family-friendly 3bd with backyard, washer/dryer, and storage"
3,2.0,893.0,Riverside,40.80433235786533,-73.96704914477931,3152,"Charming 3bd with fireplace, rooftop access, and pet-friendly policy"
3,2.0,1016.0,Uptown,40.78625959550539,-73.97077244343811,3438,"Bright 3bd with balcony, dishwasher, and gym access"
1,1.0,570.0,Midtown,40.7611100384754,-73.96945188129189,2498,"Charming 1bd with fireplace, rooftop access, and pet-friendly policy"
3,2.0,992.0,Midtown,40.74384591105498,-73.989605828026,4182,"Family-friendly 3bd with backyard, washer/dryer, and storage"
4,4.0,1165.0,Uptown,40.79269942354755,-73.96542888958726,4287,Spacious 4bd with in-unit laundry and garage parking
3,2.0,1037.0,Midtown,40.763512866640106,-73.95245707341192,3775,"Cozy 3bd, no pets, hardwood floors"
1,2.0,623.0,Old Town,40.737969626289406,-73.92162874644494,2384,Modern 1bd near transit with central AC and secure entry
4,3.0,1142.0,Old Town,40.72691513529377,-73.94711494848676,3929,"Family-friendly 4bd with backyard, washer/dryer, and storage"
4,4.0,1150.0,Riverside,40.79752819084919,-73.95795647794388,4257,Spacious 4bd with in-unit laundry and garage parking
1,2.0,681.0,Midtown,40.762881934257955,-73.98066098355281,2274,"Family-friendly 1bd with backyard, washer/dryer, and storage"
4,3.0,1191.0,Uptown,40.78212786735843,-73.97568563142575,3962,"Family-friendly 4bd with backyard, washer/dryer, and storage"
2,,795.0,Midtown,40.755841713068484,-73.97680629459802,2752,Spacious 2bd with in-unit laundry and garage parking
3,3.0,981.0,Downtown,40.72288872913805,-74.01807489979606,3725,"Charming 3bd with fireplace, rooftop access, and pet-friendly policy"
2,2.0,747.0,Old Town,40.73974811071318,-73.94300865476907,2814,Modern 2bd near transit with central AC and secure entry
4,3.0,1186.0,Uptown,40.79032705982209,-73.97350358890955,4151,Modern 4bd near transit with central AC and secure entry
4,4.0,1100.0,Old Town,40.74938946259087,-73.94021689554776,3996,Spacious 4bd with in-unit laundry and garage parking
4,3.0,1200.0,Downtown,40.71494334209074,-73.99872088210928,4056,Modern 4bd near transit with central AC and secure entry
4,3.0,,Riverside,40.790812493798526,-73.96737428466513,4042,"Bright 4bd with balcony, dishwasher, and gym access"
4,3.0,1265.0,Riverside,40.79810098138452,-73.97266576180087,4171,"Bright 4bd with balcony, dishwasher, and gym access"
1,2.0,586.0,Uptown,40.7794233239822,-73.95785582482236,2065,"Family-friendly 1bd with backyard, washer/dryer, and storage"
2,2.0,806.0,Riverside,40.79411739118287,-73.95970310540794,2868,"Cozy 2bd, no pets, hardwood floors"
3,3.0,1062.0,Midtown,40.761775140024376,-74.0022637613893,3491,Spacious 3bd with in-unit laundry and garage parking
3,2.0,1038.0,Old Town,40.73683003326112,-73.95216215851708,3651,"Bright 3bd with balcony, dishwasher, and gym access"
1,1.0,602.0,Riverside,40.80883710193798,-73.97258629971756,2418,"Family-friendly 1bd with backyard, washer/dryer, and storage"
1,2.0,639.0,Old Town,40.73070040703908,-73.9507313593955,2133,Spacious 1bd with in-unit laundry and garage parking
3,2.0,990.0,Old Town,40.73206858788326,-73.92407659498434,3456,"Charming 3bd with fireplace, rooftop access, and pet-friendly policy"
3,,1001.0,Uptown,40.77501641486373,-73.97848600503373,3815,"Family-friendly 3bd with backyard, washer/dryer, and storage"
1,2.0,602.0,Old Town,40.73605545228281,-73.92944458011623,2130,"Charming 1bd with fireplace, rooftop access, and pet-friendly policy"
1,2.0,626.0,Old Town,40.7013898484191,-73.9110151236346,2374,"Bright 1bd with balcony, dishwasher, and gym access"
1,2.0,566.0,Downtown,40.719142641802584,-73.99763697605056,2335,Spacious 1bd with in-unit laundry and garage parking
3,3.0,995.0,Downtown,40.71107751464006,-74.02826424210262,3763,"Cozy 3bd, no pets, hardwood floors"
1,1.0,648.0,Old Town,40.738696664735,-73.94198225633876,2383,Modern 1bd near transit with central AC and secure entry
3,2.0,981.0,Uptown,40.7912271803302,-73.97382561284314,3445,Modern 3bd near transit with central AC and secure entry
2,3.0,745.0,Uptown,40.7875564725494,-73.9804999565769,2851,"Family-friendly 2bd with backyard, washer/dryer, and storage"
2,2.0,850.0,Riverside,40.811672667312145,-73.98076054847348,3015,"Family-friendly 2bd with backyard, washer/dryer, and storage"
3,3.0,1005.0,Old Town,40.75754683310407,-73.90834461638015,3506,"Family-friendly 3bd with backyard, washer/dryer, and storage"
3,2.0,961.0,Midtown,40.7775923950256,-73.97019425217071,3319,Modern 3bd near transit with central AC and secure entry
3,3.0,979.0,Midtown,40.7569854197012,-73.97150143953104,3728,Spacious 3bd with in-unit laundry and garage parking
4,3.0,1110.0,Uptown,40.78354588202069,-73.98984221050694,4193,Modern 4bd near transit with central AC and secure entry
4,3.0,1129.0,Old Town,40.74863841696837,-73.92165410644492,3881,"Family-friendly 4bd with backyard, washer/dryer, and storage"
4,3.0,1148.0,Uptown,40.78432393070813,-73.98590221108797,4040,"Charming 4bd with fireplace, rooftop access, and pet-friendly policy"
3,,1039.0,Uptown,40.77766559188105,-73.99305374701865,3554,"Charming 3bd with fireplace, rooftop access, and pet-friendly policy"
2,2.0,784.0,Old Town,40.74194097023142,-73.95443970760236,2699,Spacious 2bd with in-unit laundry and garage parking
1,2.0,656.0,Old Town,40.734041970441766,-73.94532432017336,2069,"Bright 1bd with balcony, dishwasher, and gym access"
3,2.0,968.0,Riverside,40.78417955866001,-73.96363973888066,3413,Modern 3bd near transit with central AC and secure entry
1,2.0,640.0,Downtown,40.70879440737626,-73.9959417307349,2365,"Cozy 1bd, no pets, hardwood floors"
4,4.0,1164.0,Old Town,40.71538873677526,-73.94428777574568,3870,"Bright 4bd with balcony, dishwasher, and gym access"
4,4.0,1205.0,Uptown,40.75604829349811,-73.99741216018793,4188,Spacious 4bd with in-unit laundry and garage parking
